"target","model","seed","train_size","accuracy","precision","recall","f1","roc_auc","best_params","file"
"TYK2","xgboost","123","0.003351","0.696507","0.672846","0.840599","0.747426","0.785067","{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}","classification_xgboost_seed-123_size-0.003351.txt"
"TYK2","xgboost","123","0.008378","0.708879","0.720317","0.743869","0.731903","0.761468","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}","classification_xgboost_seed-123_size-0.008378.txt"
"TYK2","xgboost","123","0.016756","0.723435","0.739189","0.745232","0.742198","0.785912","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}","classification_xgboost_seed-123_size-0.016756.txt"
"TYK2","xgboost","123","0.08378","0.831150","0.837366","0.848774","0.843031","0.898538","{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 300}","classification_xgboost_seed-123_size-0.08378.txt"
"TYK2","xgboost","2137","0.001676","0.494264","0.459930","0.860870","0.599546","0.606405","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}","classification_xgboost_seed-2137_size-0.001676.txt"
"TYK2","xgboost","2137","0.003351","0.672084","0.625268","0.634783","0.629989","0.717835","{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}","classification_xgboost_seed-2137_size-0.003351.txt"
"TYK2","xgboost","2137","0.008378","0.675908","0.594090","0.830435","0.692656","0.744089","{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}","classification_xgboost_seed-2137_size-0.008378.txt"
"TYK2","xgboost","2137","0.016756","0.731358","0.668550","0.771739","0.716448","0.808215","{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100}","classification_xgboost_seed-2137_size-0.016756.txt"
"TYK2","xgboost","2137","0.08378","0.808795","0.748092","0.852174","0.796748","0.890627","{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 300}","classification_xgboost_seed-2137_size-0.08378.txt"
"TYK2","xgboost","42","0.001676","0.568885","0.618467","0.595638","0.606838","0.565335","{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}","classification_xgboost_seed-42_size-0.001676.txt"
"TYK2","xgboost","42","0.003351","0.612933","0.622819","0.778523","0.692021","0.584333","{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}","classification_xgboost_seed-42_size-0.003351.txt"
"TYK2","xgboost","42","0.008378","0.697282","0.694168","0.818792","0.751347","0.767906","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}","classification_xgboost_seed-42_size-0.008378.txt"
"TYK2","xgboost","42","0.016756","0.733833","0.754902","0.775168","0.764901","0.803976","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}","classification_xgboost_seed-42_size-0.016756.txt"
"TYK2","xgboost","42","0.08378","0.828491","0.831461","0.869128","0.849877","0.911387","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}","classification_xgboost_seed-42_size-0.08378.txt"
