target,model,seed,size,rmse,mae,r2,best_params,file
TYK2,xgboost,42,500,0.9583,0.7461,0.3917,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-42_size-0.08378.txt
TYK2,xgboost,123,10,1.2842,1.0478,-0.1085,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-123_size-0.001676.txt
TYK2,xgboost,123,20,1.1497,0.9422,0.1116,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 100}",regression_xgboost_seed-123_size-0.003351.txt
TYK2,xgboost,123,50,1.1655,0.9457,0.087,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-123_size-0.008378.txt
TYK2,xgboost,123,100,1.2053,0.9736,0.0235,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-123_size-0.016756.txt
TYK2,xgboost,123,500,0.9191,0.7234,0.4322,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-123_size-0.08378.txt
TYK2,xgboost,2137,10,1.445,1.2076,-0.4331,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-2137_size-0.001676.txt
TYK2,xgboost,2137,20,1.3699,1.1426,-0.288,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-2137_size-0.003351.txt
TYK2,xgboost,2137,50,1.2177,1.0091,-0.0177,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-2137_size-0.008378.txt
TYK2,xgboost,2137,100,1.1309,0.9117,0.1222,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-2137_size-0.016756.txt
TYK2,xgboost,2137,500,0.9476,0.7511,0.3837,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-2137_size-0.08378.txt
