target,model,seed,size,accuracy,precision,recall,f1,roc_auc,best_params,file
TYK2,randomforest,2137,500,0.8403,0.8322,0.7978,0.8146,0.9177,"{'max_depth': None, 'n_estimators': 100}",classification_randomforest_seed-2137_size-0.08378.txt
TYK2,svm,42,10,0.6429,0.7867,0.495,0.6076,0.724,"{'C': 0.1, 'kernel': 'linear'}",classification_svm_seed-42_size-0.001676.txt
TYK2,svm,42,20,0.6242,0.6082,0.9195,0.7321,0.7442,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-42_size-0.003351.txt
TYK2,svm,42,50,0.716,0.8046,0.6493,0.7187,0.8091,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-42_size-0.008378.txt
TYK2,svm,42,100,0.7844,0.9031,0.6879,0.781,0.8626,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-42_size-0.016756.txt
TYK2,svm,42,500,0.8247,0.8619,0.8171,0.8389,0.8909,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-42_size-0.08378.txt
TYK2,svm,123,10,0.6951,0.7434,0.6553,0.6966,0.7936,"{'C': 0.1, 'kernel': 'linear'}",classification_svm_seed-123_size-0.001676.txt
TYK2,svm,123,20,0.754,0.7552,0.7984,0.7762,0.8072,"{'C': 0.1, 'kernel': 'linear'}",classification_svm_seed-123_size-0.003351.txt
TYK2,svm,123,50,0.6929,0.7016,0.7398,0.7202,0.7994,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-123_size-0.008378.txt
TYK2,svm,123,100,0.7817,0.8349,0.7371,0.7829,0.8584,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-123_size-0.016756.txt
TYK2,svm,123,500,0.8537,0.9449,0.7711,0.8492,0.925,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-123_size-0.08378.txt
TYK2,svm,2137,10,0.4398,0.4398,1.0,0.6109,0.4189,"{'C': 0.1, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.001676.txt
TYK2,svm,2137,20,0.4398,0.4398,1.0,0.6109,0.1949,"{'C': 0.1, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.003351.txt
TYK2,svm,2137,50,0.6979,0.62,0.8087,0.7019,0.8042,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.008378.txt
TYK2,svm,2137,100,0.7438,0.6846,0.7739,0.7265,0.862,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.016756.txt
TYK2,svm,2137,500,0.8461,0.8243,0.8261,0.8252,0.9114,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.08378.txt
TYK2,xgboost,42,10,0.6664,0.8727,0.4715,0.6122,0.6922,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-42_size-0.001676.txt
TYK2,xgboost,42,20,0.5698,0.5884,0.7651,0.6652,0.5812,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-42_size-0.003351.txt
TYK2,xgboost,42,50,0.7057,0.726,0.7601,0.7426,0.76,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-42_size-0.008378.txt
TYK2,xgboost,42,100,0.7676,0.8734,0.6829,0.7665,0.8518,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 300}",classification_xgboost_seed-42_size-0.016756.txt
TYK2,xgboost,42,500,0.8201,0.87,0.797,0.8319,0.8827,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-42_size-0.08378.txt
TYK2,xgboost,123,10,0.6885,0.7398,0.6431,0.688,0.7114,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-123_size-0.001676.txt
TYK2,xgboost,123,20,0.7627,0.7356,0.8678,0.7962,0.8338,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.003351.txt
TYK2,xgboost,123,50,0.6652,0.7306,0.5913,0.6536,0.739,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.008378.txt
TYK2,xgboost,123,100,0.7751,0.8234,0.7371,0.7779,0.8305,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.016756.txt
TYK2,xgboost,123,500,0.8464,0.8657,0.8433,0.8544,0.9245,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.08378.txt
TYK2,xgboost,2137,10,0.4398,0.4398,1.0,0.6109,0.5235,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.001676.txt
TYK2,xgboost,2137,20,0.6625,0.5989,0.7043,0.6474,0.7433,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.003351.txt
TYK2,xgboost,2137,50,0.6367,0.5752,0.6652,0.6169,0.6725,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.008378.txt
TYK2,xgboost,2137,100,0.7457,0.6964,0.7478,0.7212,0.8553,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 300}",classification_xgboost_seed-2137_size-0.016756.txt
TYK2,xgboost,2137,500,0.8337,0.7955,0.837,0.8157,0.9035,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-2137_size-0.08378.txt
