target,model,seed,size,accuracy,precision,recall,f1,roc_auc,best_params,file
TYK2,randomforest,2137,10,0.5268,0.4804,0.9348,0.6347,0.6605,"{'max_depth': None, 'n_estimators': 300}",classification_randomforest_seed-2137_size-0.001676.txt
TYK2,randomforest,2137,20,0.6453,0.5903,0.6326,0.6107,0.7164,"{'max_depth': None, 'n_estimators': 100}",classification_randomforest_seed-2137_size-0.003351.txt
TYK2,randomforest,2137,50,0.6463,0.5798,0.7109,0.6387,0.7168,"{'max_depth': None, 'n_estimators': 300}",classification_randomforest_seed-2137_size-0.008378.txt
TYK2,randomforest,2137,100,0.673,0.5967,0.7913,0.6804,0.7861,"{'max_depth': None, 'n_estimators': 100}",classification_randomforest_seed-2137_size-0.016756.txt
TYK2,randomforest,2137,500,0.7266,0.6648,0.763,0.7105,0.8187,"{'max_depth': 10, 'n_estimators': 100}",classification_randomforest_seed-2137_size-0.08378.txt
TYK2,svm,42,10,0.6008,0.5918,0.9195,0.7201,0.3695,"{'C': 0.1, 'kernel': 'rbf'}",classification_svm_seed-42_size-0.001676.txt
TYK2,svm,42,20,0.6907,0.6956,0.7936,0.7414,0.2191,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-42_size-0.003351.txt
TYK2,svm,42,50,0.7423,0.7841,0.7433,0.7631,0.7971,"{'C': 0.1, 'kernel': 'linear'}",classification_svm_seed-42_size-0.008378.txt
TYK2,svm,42,100,0.6879,0.6903,0.8003,0.7413,0.7608,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-42_size-0.016756.txt
TYK2,svm,42,500,0.7835,0.8152,0.7919,0.8034,0.8462,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-42_size-0.08378.txt
TYK2,svm,123,10,0.5502,0.5613,0.7234,0.6321,0.4253,"{'C': 0.1, 'kernel': 'rbf'}",classification_svm_seed-123_size-0.001676.txt
TYK2,svm,123,20,0.6594,0.6481,0.7929,0.7132,0.2542,"{'C': 0.1, 'kernel': 'linear'}",classification_svm_seed-123_size-0.003351.txt
TYK2,svm,123,50,0.6499,0.6284,0.8433,0.7202,0.7318,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-123_size-0.008378.txt
TYK2,svm,123,100,0.698,0.6972,0.7684,0.731,0.7521,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-123_size-0.016756.txt
TYK2,svm,123,500,0.7999,0.8451,0.7657,0.8034,0.8611,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-123_size-0.08378.txt
TYK2,svm,2137,10,0.4656,0.4499,0.9674,0.6142,0.4021,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.001676.txt
TYK2,svm,2137,20,0.4398,0.4398,1.0,0.6109,0.3146,"{'C': 0.1, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.003351.txt
TYK2,svm,2137,50,0.4398,0.4398,1.0,0.6109,0.6882,"{'C': 0.1, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.008378.txt
TYK2,svm,2137,100,0.718,0.6373,0.8326,0.722,0.8234,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.016756.txt
TYK2,svm,2137,500,0.7753,0.7282,0.7804,0.7534,0.8456,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.08378.txt
TYK2,xgboost,42,10,0.5726,0.6074,0.6644,0.6346,0.5605,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-42_size-0.001676.txt
TYK2,xgboost,42,20,0.6795,0.6942,0.7617,0.7264,0.7261,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-42_size-0.003351.txt
TYK2,xgboost,42,50,0.6551,0.6972,0.6762,0.6865,0.7342,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-42_size-0.008378.txt
TYK2,xgboost,42,100,0.6992,0.7789,0.6443,0.7052,0.7821,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-42_size-0.016756.txt
TYK2,xgboost,42,500,0.7826,0.8095,0.7987,0.8041,0.8541,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-42_size-0.08378.txt
TYK2,xgboost,123,10,0.6543,0.7237,0.5708,0.6382,0.7276,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.001676.txt
TYK2,xgboost,123,20,0.583,0.601,0.6526,0.6257,0.5939,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.003351.txt
TYK2,xgboost,123,50,0.7031,0.7111,0.748,0.7291,0.7611,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-123_size-0.008378.txt
TYK2,xgboost,123,100,0.6477,0.6703,0.6703,0.6703,0.6868,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.016756.txt
TYK2,xgboost,123,500,0.7882,0.8178,0.7766,0.7966,0.858,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.08378.txt
TYK2,xgboost,2137,10,0.522,0.4768,0.8935,0.6218,0.6389,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-2137_size-0.001676.txt
TYK2,xgboost,2137,20,0.6683,0.6619,0.5022,0.5711,0.6777,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.003351.txt
TYK2,xgboost,2137,50,0.6405,0.5724,0.7217,0.6385,0.6853,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.008378.txt
TYK2,xgboost,2137,100,0.5946,0.5273,0.7565,0.6214,0.6861,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.016756.txt
TYK2,xgboost,2137,500,0.7304,0.6601,0.7978,0.7224,0.8369,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.08378.txt
