target,model,seed,size,rmse,mae,r2,best_params,file
TYK2,svm,2137,20,1.1937,0.9788,0.0221,"{'C': 10, 'kernel': 'rbf'}",regression_svm_seed-2137_size-0.003351.txt
TYK2,svm,2137,50,1.0441,0.823,0.2518,"{'C': 10, 'kernel': 'rbf'}",regression_svm_seed-2137_size-0.008378.txt
TYK2,svm,2137,100,0.9663,0.7413,0.3592,"{'C': 10, 'kernel': 'rbf'}",regression_svm_seed-2137_size-0.016756.txt
TYK2,svm,2137,500,0.8154,0.632,0.5437,"{'C': 10, 'kernel': 'rbf'}",regression_svm_seed-2137_size-0.08378.txt
TYK2,xgboost,42,10,1.2066,1.0089,0.0356,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-42_size-0.001676.txt
TYK2,xgboost,42,20,1.2339,1.0225,-0.0085,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-42_size-0.003351.txt
TYK2,xgboost,42,50,1.1326,0.9045,0.1503,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-42_size-0.008378.txt
TYK2,xgboost,42,100,1.0626,0.8455,0.2521,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-42_size-0.016756.txt
TYK2,xgboost,42,500,0.849,0.6611,0.5225,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-42_size-0.08378.txt
TYK2,xgboost,123,10,1.2527,1.0133,-0.0548,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-123_size-0.001676.txt
TYK2,xgboost,123,20,1.1231,0.9009,0.1522,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 300}",regression_xgboost_seed-123_size-0.003351.txt
TYK2,xgboost,123,50,1.1287,0.9179,0.1437,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-123_size-0.008378.txt
TYK2,xgboost,123,100,1.049,0.8301,0.2603,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-123_size-0.016756.txt
TYK2,xgboost,123,500,0.8536,0.6508,0.5103,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-123_size-0.08378.txt
TYK2,xgboost,2137,10,1.4021,1.1658,-0.3493,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-2137_size-0.001676.txt
TYK2,xgboost,2137,20,1.1844,0.9545,0.0372,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",regression_xgboost_seed-2137_size-0.003351.txt
TYK2,xgboost,2137,50,1.1361,0.8978,0.1142,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-2137_size-0.008378.txt
TYK2,xgboost,2137,100,1.0567,0.8247,0.2336,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-2137_size-0.016756.txt
TYK2,xgboost,2137,500,0.8593,0.6679,0.4932,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",regression_xgboost_seed-2137_size-0.08378.txt
