target,model,seed,size,accuracy,precision,recall,f1,roc_auc,best_params,file
TYK2,svm,42,100,0.716,0.694,0.8792,0.7757,0.7657,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-42_size-0.016756.txt
TYK2,svm,42,500,0.836,0.8538,0.8523,0.8531,0.91,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-42_size-0.08378.txt
TYK2,svm,123,10,0.7613,0.7476,0.8352,0.7889,0.8194,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-123_size-0.001676.txt
TYK2,svm,123,20,0.7809,0.7446,0.8978,0.8141,0.8504,"{'C': 0.1, 'kernel': 'linear'}",classification_svm_seed-123_size-0.003351.txt
TYK2,svm,123,50,0.7496,0.7344,0.8324,0.7803,0.8113,"{'C': 0.1, 'kernel': 'linear'}",classification_svm_seed-123_size-0.008378.txt
TYK2,svm,123,100,0.7511,0.7606,0.7793,0.7699,0.8106,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-123_size-0.016756.txt
TYK2,svm,123,500,0.8472,0.8732,0.8352,0.8538,0.9155,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-123_size-0.08378.txt
TYK2,svm,2137,10,0.6558,0.5755,0.8283,0.6791,0.2586,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.001676.txt
TYK2,svm,2137,20,0.4704,0.4523,0.9696,0.6169,0.3373,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.003351.txt
TYK2,svm,2137,50,0.6721,0.5796,0.9261,0.713,0.7211,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.008378.txt
TYK2,svm,2137,100,0.7218,0.6322,0.8783,0.7352,0.7824,"{'C': 1, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.016756.txt
TYK2,svm,2137,500,0.8337,0.7837,0.8587,0.8195,0.9103,"{'C': 10, 'kernel': 'rbf'}",classification_svm_seed-2137_size-0.08378.txt
TYK2,xgboost,42,10,0.5689,0.6185,0.5956,0.6068,0.5653,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-42_size-0.001676.txt
TYK2,xgboost,42,20,0.6129,0.6228,0.7785,0.692,0.5843,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-42_size-0.003351.txt
TYK2,xgboost,42,50,0.6973,0.6942,0.8188,0.7513,0.7679,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-42_size-0.008378.txt
TYK2,xgboost,42,100,0.7338,0.7549,0.7752,0.7649,0.804,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-42_size-0.016756.txt
TYK2,xgboost,42,500,0.8285,0.8315,0.8691,0.8499,0.9114,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-42_size-0.08378.txt
TYK2,xgboost,123,10,0.6354,0.6369,0.7384,0.6839,0.6278,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-123_size-0.001676.txt
TYK2,xgboost,123,20,0.6965,0.6728,0.8406,0.7474,0.7851,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-123_size-0.003351.txt
TYK2,xgboost,123,50,0.7089,0.7203,0.7439,0.7319,0.7615,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.008378.txt
TYK2,xgboost,123,100,0.7234,0.7392,0.7452,0.7422,0.7859,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.016756.txt
TYK2,xgboost,123,500,0.8312,0.8374,0.8488,0.843,0.8985,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 300}",classification_xgboost_seed-123_size-0.08378.txt
TYK2,xgboost,2137,10,0.4943,0.4599,0.8609,0.5995,0.6064,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.001676.txt
TYK2,xgboost,2137,20,0.6721,0.6253,0.6348,0.63,0.7178,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.003351.txt
TYK2,xgboost,2137,50,0.6759,0.5941,0.8304,0.6927,0.7441,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.008378.txt
TYK2,xgboost,2137,100,0.7314,0.6686,0.7717,0.7164,0.8082,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100}",classification_xgboost_seed-2137_size-0.016756.txt
TYK2,xgboost,2137,500,0.8088,0.7481,0.8522,0.7967,0.8906,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 300}",classification_xgboost_seed-2137_size-0.08378.txt
